METHOD - 1 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,,,,,
GLAKMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in the Great Lakes BEA Region",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 07:50,1,1,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NYMVEHMANNGSP,29-08-2021,29-08-2021,"Gross Domestic Product: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in New York",01-01-1997,01-01-2019,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,02-10-2020 07:49,1,1,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NYMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in New York",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 08:11,1,1,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
WIMVEHMANNGSP,29-08-2021,29-08-2021,"Gross Domestic Product: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Wisconsin",01-01-1997,01-01-2019,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,02-10-2020 07:55,1,1,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
WIMVEHMANQGSP,29-08-2021,29-08-2021,"Chain-Type Quantity Index for Real GDP: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing (NAICS 3361-3363) in Wisconsin",01-01-1997,01-01-2019,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,02-10-2020 07:45,1,1,For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_state/qgsp_newsrelease.htm.,,,,,
NGMPMVEHMANUSMP,29-08-2021,29-08-2021,"Gross Domestic Product: Private Industries: Manufacturing: Durable Goods Manufacturing: Motor Vehicles, Bodies and Trailers, and Parts Manufacturing for United States Metropolitan Portion",01-01-2001,01-01-2016,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,18-09-2018 08:32,1,1,"Motor vehicles, bodies and trailers, and parts manufacturing, a portion of the transportation equipment manufacturing NAICS subsector, is comprised of three NAICS industry groups: motor vehicle manufacturing; motor vehicle body and trailer manufacturing; and motor vehicle parts manufacturing.

The motor vehicle manufacturing industry group comprises establishments primarily engaged in (1) manufacturing complete automobile and light duty motor vehicles (i.e., body and chassis or unibody); (2) manufacturing chassis only; (3) manufacturing heavy duty truck chassis and assembling complete heavy duty trucks, buses, heavy duty motor homes, and other special purpose heavy duty motor vehicles for highway use; or (4) manufacturing heavy duty truck chassis only.

The motor vehicle body and trailer manufacturing group comprises establishments primarily engaged in (1) manufacturing motor vehicle bodies and cabs or (2) manufacturing truck, automobile and utility trailers, truck trailer chassis, detachable trailer bodies, and detachable trailer chassis. The products made may be sold separately or may be assembled on purchased chassis and sold as complete vehicles.

The motor vehicle parts manufacturing industry group comprises establishments primarily engaged in (1) manufacturing and/or rebuilding motor vehicle gasoline engines, and engine parts, whether or not for vehicular use; (2) manufacturing vehicular lighting; (3) manufacturing and/or rebuilding motor vehicle electrical equipment; (4) manufacturing and/or rebuilding motor vehicle steering mechanisms and suspension components (except springs); (5) manufacturing and/or rebuilding motor vehicle brake systems and related components; (6) manufacturing and/or rebuilding motor vehicle transmission and power train parts; (7) manufacturing motor vehicle seating, seats, seat frames, seat belts, and interior trimmings; (8) manufacturing motor vehicle stampings, such as fenders, tops, body parts, trim, and molding; or (9) manufacturing and/or rebuilding motor vehicle parts and accessories.

Consists of all counties in a state that are parts of metropolitan statistical areas.

For more information about this release go to http://www.bea.gov/newsreleases/regional/gdp_metro/gdp_metro_newsrelease.htm.",,,,,
B148RL1Q225SBEA,29-08-2021,29-08-2021,Real Motor Vehicle Output: Domestic Output of New Autos,01-04-1947,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: B148RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B148RL1A225NBEA,29-08-2021,29-08-2021,Real Motor Vehicle Output: Domestic Output of New Autos,01-01-1948,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B148RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B148RX1Q020SBEA,29-08-2021,29-08-2021,Real domestic output of new autos,01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: B148RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B148RX1A020NBEA,29-08-2021,29-08-2021,Real domestic output of new autos,01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B148RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B148RA3Q086SBEA,29-08-2021,29-08-2021,Real domestic output of new autos (chain-type quantity index),01-01-1947,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:55,1,1,"BEA Account Code: B148RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B148RA3A086NBEA,29-08-2021,29-08-2021,Real domestic output of new autos (chain-type quantity index),01-01-1947,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B148RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B708RC1Q027SBEA,29-08-2021,29-08-2021,Motor vehicle output: Gross government investment: Trucks,01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B708RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A640RX1Q020SBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: A640RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A640RL1Q225SBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: A640RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B143RA3Q086SBEA,29-08-2021,29-08-2021,Real auto output: Final sales: Imports (chain-type quantity index),01-01-1947,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:55,1,1,"BEA Account Code: B143RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B143RA3A086NBEA,29-08-2021,29-08-2021,Real auto output: Final sales: Imports (chain-type quantity index),01-01-1947,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B143RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A134RA3Q086SBEA,29-08-2021,29-08-2021,Real auto output: Final sales (chain-type quantity index),01-01-1947,01-10-1966,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,27-07-2018 10:37,1,1,"BEA Account Code: A134RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A134RA3A086NBEA,29-08-2021,29-08-2021,Real auto output: Final sales (chain-type quantity index),01-01-1947,01-01-1966,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,27-07-2018 10:34,1,1,"BEA Account Code: A134RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RA3Q086SBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Other (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B689RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RA3A086NBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Other (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B689RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RX1Q020SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive: Durable goods",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B697RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RX1Q020SBEA,29-08-2021,29-08-2021,"Real exports of goods: Automotive vehicles, engines, and parts",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B641RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RL1Q225SBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Automotive Vehicles, Engines, and Parts",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B641RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RL1A225NBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Automotive Vehicles, Engines, and Parts",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B641RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
C287RC1A027NBEA,29-08-2021,29-08-2021,"Private fixed investment in equipment and software: Nonresidential: Sale of equipment scrap, excluding autos",01-01-1946,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,06-08-2021 14:39,1,1,"BEA Account Code: C287RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RA3A086NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive: Nondurable goods (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B698RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RX1Q020SBEA,29-08-2021,29-08-2021,"Real imports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: B932RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RL1Q225SBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Capital Goods, Except Automotive: Civilian Aircraft, Engines, and Parts",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: B932RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB62RG3Q086SBEA,29-08-2021,29-08-2021,Motor vehicle output: Private fixed investment (chain-type price index),01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:55,1,1,"BEA Account Code: AB62RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A652RL1Q225SBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Food and Automotive",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,29-07-2021 07:53,1,1,"BEA Account Code: A652RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A652RX1Q020SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: A652RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RX1Q020SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive: Nondurable goods",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B698RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RL1Q225SBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Food and Automotive: Nondurable Goods",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B698RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RL1A225NBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Automotive: Nondurable Goods",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B698RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RA3Q086SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive: Nondurable goods (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B698RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RA3Q086SBEA,29-08-2021,29-08-2021,"Real imports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:55,1,1,"BEA Account Code: B932RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RA3A086NBEA,29-08-2021,29-08-2021,"Real imports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B932RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RX1A020NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive: Durable goods",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B697RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB64RC1Q027SBEA,29-08-2021,29-08-2021,Motor vehicle output: Gross government investment,01-01-1967,01-04-2021,Quarterly,Q,Billions of Dollars,Bil. of $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:55,1,1,"BEA Account Code: AB64RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B877RX1A020NBEA,29-08-2021,29-08-2021,Real national defense gross investment: Equipment: Vehicles,01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B877RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B877RL1Q225SBEA,29-08-2021,29-08-2021,Real National Defense Gross Investment: Equipment: Vehicles,01-04-1972,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B877RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B850RX1Q020SBEA,29-08-2021,29-08-2021,"Real Exports of goods: Capital goods, except automotive: Computers, peripherals, and parts",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B850RX

A Guide to the National Income and Product Accounts of the United States (NIPA) - (http://www.bea.gov/national/pdf/nipaguid.pdf)",,,,,
B850RL1Q225SBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive: Computers, Peripherals, and Parts",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B850RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RA3Q086SBEA,29-08-2021,29-08-2021,"Real exports of goods: Automotive vehicles, engines, and parts (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B641RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B280RG3A086NBEA,29-08-2021,29-08-2021,Private fixed investment in equipment and software: Nonresidential: Transportation equipment: Autos (chain-type price index),01-01-1929,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,06-08-2021 14:40,1,1,"BEA Account Code: B280RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RX1Q020SBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Other",01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B689RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RL1A225NBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive: Other",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B689RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RL1Q225SBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive: Other",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B689RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B689RX1A020NBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Other",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B689RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A652RL1A225NBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Automotive",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:52,1,1,"BEA Account Code: A652RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B3265C0A144NBEA,29-08-2021,29-08-2021,"Corporate profits after tax: Domestic industries: Services: Auto repair, services, and parking",01-01-1987,01-01-2000,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,10-08-2015 12:16,1,1,"BEA Account Code: B3265C

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B3065C0A144NBEA,29-08-2021,29-08-2021,"Corporate profits before tax: Domestic industries: Auto repair, services, and parking",01-01-1987,01-01-2000,Annual,A,Millions of Dollars,Mil. of $,Not Seasonally Adjusted,NSA,10-08-2015 12:17,1,1,"BEA Account Code: B3065C

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B640RA3Q086SBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B640RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B877RX1Q020SBEA,29-08-2021,29-08-2021,Real national defense consumption expenditures and gross investment: Gross investment: Equipment: Vehicles,01-01-2002,01-04-2021,Quarterly,Q,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Seasonally Adjusted Annual Rate,SAAR,26-08-2021 07:54,1,1,"BEA Account Code: B877RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RA3Q086SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive: Durable goods (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B697RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B877RA3Q086SBEA,29-08-2021,29-08-2021,"Real national defense consumption expenditures and gross investment, chained quantity index: Gross investment: Equipment: Vehicles",01-01-1972,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B877RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
W178RG3A086NBEA,29-08-2021,29-08-2021,Private fixed investment in equipment and software: Nonresidential: Transportation equipment: Light trucks (including utility vehicles) (chain-type price index),01-01-1987,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:49,1,1,"BEA Account Code: W178RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B652RA3Q086SBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except food and automotive (chain-type quantity index)",01-01-1967,01-04-2021,Quarterly,Q,Index 2012=100,Index 2012=100,Seasonally Adjusted,SA,26-08-2021 07:54,1,1,"BEA Account Code: B652RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B850RA3A086NBEA,29-08-2021,29-08-2021,"Real exports of goods: Capital goods, except automotive: Computers, peripherals, and parts (chain-type quantity index)",01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:51,1,1,"BEA Account Code: B850RA

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB69RL1A225NBEA,29-08-2021,29-08-2021,Real Motor Vehicle Output: Final Sales of Domestic Product: Exports,01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: AB69RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B708RC1A027NBEA,29-08-2021,29-08-2021,Motor vehicle output: Gross government investment: Trucks,01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B708RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
A640RL1A225NBEA,29-08-2021,29-08-2021,"Real Exports of Goods: Capital Goods, Except Automotive",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: A640RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RL1Q225SBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Food and Automotive: Durable Goods",01-04-1967,01-04-2021,Quarterly,Q,Percent Change from Preceding Period,% Chg. from Preceding Period,Seasonally Adjusted Annual Rate,SAAR,29-07-2021 07:55,0,1,"BEA Account Code: B697RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B641RX1A020NBEA,29-08-2021,29-08-2021,"Real exports of goods: Automotive vehicles, engines, and parts",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B641RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RL1A225NBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Capital Goods, Except Automotive: Civilian Aircraft, Engines, and Parts",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B932RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B932RX1A020NBEA,29-08-2021,29-08-2021,"Real imports of goods: Capital goods, except automotive: Civilian aircraft, engines, and parts",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B932RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB62RG3A086NBEA,29-08-2021,29-08-2021,Motor vehicle output: Private fixed investment (chain-type price index),01-01-1967,01-01-2020,Annual,A,Index 2012=100,Index 2012=100,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: AB62RG

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B698RX1A020NBEA,29-08-2021,29-08-2021,"Real imports of goods: Consumer goods, except automotive: Nondurable goods",01-01-2002,01-01-2020,Annual,A,Billions of Chained 2012 Dollars,Bil. of Chn. 2012 $,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B698RX

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B697RL1A225NBEA,29-08-2021,29-08-2021,"Real Imports of Goods: Consumer Goods, Except Automotive: Durable Goods",01-01-1968,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B697RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
AB64RC1A027NBEA,29-08-2021,29-08-2021,Motor vehicle output: Gross government investment,01-01-1967,01-01-2020,Annual,A,Billions of Dollars,Bil. of $,Not Seasonally Adjusted,NSA,29-07-2021 07:55,0,1,"BEA Account Code: AB64RC

For more information about this series, please see http://www.bea.gov/national/.",,,,,
B877RL1A225NBEA,29-08-2021,29-08-2021,Real National Defense Gross Investment: Equipment: Vehicles,01-01-1973,01-01-2020,Annual,A,Percent Change from Preceding Period,% Chg. from Preceding Period,Not Seasonally Adjusted,NSA,29-07-2021 07:54,0,1,"BEA Account Code: B877RL

For more information about this series, please see http://www.bea.gov/national/.",,,,,
